statement,label
The unfortunate events at home have absolutely nothing to do with me.,3
"Am I under arrest? If not, I'm leaving.",2
Let's see... i can't really remember where I was at 9:15 AM.,1
My car was parked at the subway station. I didn't go anywhere.,0
The unfortunate events at the parking garage have absolutely nothing to do with me.,3
Maybe I was near home? It's hard to say.,1
"Uh, i sort of recall fixing my car, but I'm not sure.",1
Why are you targeting me? I was just working on a report!,2
Prove it! You can't prove I was at the warehouse at midnight!,2
"Am I under arrest? If not, I'm leaving.",2
I swiped my keycard at the warehouse at exactly 2:00 AM.,0
"Well, i can't really remember where I was at early morning.",1
"To tell you the honest truth, I was far away from the office.",3
"Because I was extremely tired, I had to go to my friend's apartment to start fixing my car.",3
I swiped my keycard at exactly the subway stat exactlyion at exactly exactly noon.,0
I have never seen the car keys in my entire life.,0
"Let's see... i guess I could have seen the weapon, but I don't remember.",1
I was talking on the phone at early morning.,0
I demand to speak to my lawyer. I wasn't at the subway station!,2
"I might have been at the diner downtown, but my memory is foggy.",1
I was walking my dog at exactly 3:45 PM.,0
I would never do such a thing at 1:30 PM. It goes against my morals.,3
Are you accusing me of taking the documents?,2
"Well, i might have been at the warehouse, but my memory is foggy.",1
Prove it! You can't prove I was at the subway station at 3:45 PM!,2
"I didn't take the money, you can check the cameras.",0
"To tell you the honest truth, I was far away from my friend's apartment.",3
I demand to speak to my lawyer. I wasn't at home!,2
"Well, maybe I was near the grocery store? It's hard to say.",1
"That man took the laptop, not me. He looked very suspicious.",3
I demand to speak to my lawyer. I wasn't at the diner downtown!,2
"I sort of recall driving, but I'm not sure.",1
My car was parked at the grocery store. I didn't go anywhere.,0
Prove it! You can't prove I was at home at late at night!,2
Maybe I was near the diner downtown? It's hard to say.,1
"Well, maybe I was near the gym? It's hard to say.",1
You have no right to ask me about the diner downtown!,2
I was wat exactlyching a movie at exactly 1:30 PM.,0
I'm not answering any more questions about the money.,2
Why are you targeting me? I was just waiting for a cab!,2
Prove it! You can't prove I was at the subway station at 1:30 PM!,2
I was with my boss at the warehouse while I was fixing my car.,0
I demand to speak to my lawyer. I wasn't at the diner downtown!,2
"Well, i guess I could have seen the car keys, but I don't remember.",1
Let me think... I was probably at the parking garage.,1
I was at the diner downtown around 3:45 PM.,0
Why would I even want the laptop? I am a very successful person.,3
I left the office at exactly 1:30 PM and drove straight to the office.,0
"To tell you the truth, someone could say they saw me at my friend's apartment, but they would be entirely mistaken.",3
I saw him leave holding the laptop.,0
I was nowhere near the vicinity of the subway station.,3
"Believe me, the unfortunate events at the gas station have absolutely nothing to do with me.",3
I'm not answering any more questions about the documents.,2
"That man took the safe, not me. He looked very suspicious.",3
Why are you targeting me? I was just fixing my car!,2
You have no right to ask me about the office!,2
I swiped my keycard at the diner downtown at exactly 7:20 PM.,0
This is harassment! I didn't even know the security guard!,2
"I didn't take the documents, you can check the cameras.",0
"Someone could say they saw me at the diner downtown, but they would be entirely mistaken.",3
I would never do such a thing at 7:20 PM. It goes against my morals.,3
I was actively eating dinner and minding my own personal business.,3
I was eating dinner at 5:00 PM.,0
"To tell you the honest truth, I was far away from the diner downtown.",3
Why are you targeting me? I was just watching a movie!,2
"Uh, i guess I could have seen the black bag, but I don't remember.",1
"Well, i don't know anything about the weapon.",1
"To tell you the truth, someone could say they saw me at home, but they would be entirely mistaken.",3
I was eat exactlying dinner at exactly noon.,0
I left the gym at 1:30 PM and drove straight to the gym.,0
"The the documents might have been moved, but it certainly wasn't by me.",3
I have never seen the safe in my entire life.,0
"Someone could say they saw me at the subway station, but they would be entirely mistaken.",3
"I told you already, I was walking my dog! Leave me alone!",2
Are you accusing me of taking the weapon?,2
"That man took the weapon, not me. He looked very suspicious.",3
"Let's see... i sort of recall watching a movie, but I'm not sure.",1
"Am I under arrest? If not, I'm leaving.",2
"I didn't take the black bag, you can check the cameras.",0
"I guess I could have seen the laptop, but I don't remember.",1
"To tell you the honest truth, I was far away from home.",3
Why are you targeting me? I was just fixing my car!,2
"Frankly, the unfortunate events at home have absolutely nothing to do with me.",3
I left the warehouse at 1:30 PM and drove straight to the warehouse.,0
"I didn't take the documents, you can check the cameras.",0
"Frankly, i would never do such a thing at 1:30 PM. It goes against my morals.",3
I was actively watching a movie and minding my own personal business.,3
I arrived at the office at 2:00 AM and immediately started watching a movie.,0
I saw him leave holding the laptop.,0
Prove it! You can't prove I was at the diner downtown at late at night!,2
"Because I was extremely tired, I had to go to the subway station to start waiting for a cab.",3
My car was parked at my friend's apartment. I didn't go anywhere.,0
Let me think... I was probably at the parking garage.,1
Are you accusing me of taking the safe?,2
This is harassment! I didn't even know the cashier!,2
"Am I under arrest? If not, I'm leaving.",2
"To tell you the honest truth, I was far away from the gas station.",3
Could we talk about this later? My head hurts.,1
Let me think... I was probably at the warehouse.,1
"That man took the weapon, not me. He looked very suspicious.",3
Why would I even want the documents? I am a very successful person.,3
"That man took the weapon, not me. He looked very suspicious.",3
"The the black bag might have been moved, but it certainly wasn't by me.",3
I was nowhere near the vicinity of the grocery store.,3
I demand to speak to my lawyer. I wasn't at the warehouse!,2
Could we talk about this later? My head hurts.,1
"The the laptop might have been moved, but it certainly wasn't by me.",3
"Um, i can't really remember where I was at 2:00 AM.",1
I saw him leave holding the car keys.,0
"Uh, i don't know anything about the laptop.",1
I arrived at the warehouse at early morning and immediately started sleeping.,0
This is harassment! I didn't even know a colleague!,2
"Honestly, i was actively waiting for a cab and minding my own personal business.",3
"To tell you the honest truth, I was far away from the subway station.",3
"Frankly, i was nowhere near the vicinity of home.",3
I arrived at home at 2:00 AM and immediately started fixing my car.,0
"I didn't take the laptop, you can check the cameras.",0
I was nowhere near the vicinity of my friend's apartment.,3
"Believe me, someone could say they saw me at the grocery store, but they would be entirely mistaken.",3
"Honestly, because I was extremely tired, I had to go to home to start sleeping.",3
"To tell you the honest truth, I was far away from the parking garage.",3
"Well, i sort of recall walking my dog, but I'm not sure.",1
I demand to speak to my lawyer. I wasn't at the gym!,2
I was at exactly the diner downtown around 3:45 PM.,0
"Well, i was doing a lot of things around 7:20 PM.",1
I have never seen the money in my entire life.,0
Are you accusing me of taking the car keys?,2
Let's see... why does it matter if I was fixing my car?,1
Let's see... i can't really remember where I was at 2:00 AM.,1
My car was parked at the warehouse. I didn't go anywhere.,0
"Because I was extremely tired, I had to go to the grocery store to start talking on the phone.",3
The unfortunate events at my friend's apartment have absolutely nothing to do with me.,3
I arrived at exactly the grocery store at exactly midnight and immediat exactlyely started eat exactlying dinner.,0
This is harassment! I didn't even know the security guard!,2
I left the office at 3:45 PM and drove straight to the office.,0
I have never seen the black bag in my entire life.,0
"I didn't take the black bag, you can check the cameras.",0
Why are you targeting me? I was just walking my dog!,2
"Um, i might have been at home, but my memory is foggy.",1
"To tell you the truth, the unfortunate events at the diner downtown have absolutely nothing to do with me.",3
I was with my boss at home while I was driving.,0
I swiped my keycard at exactly the grocery store at exactly exactly 9:15 AM.,0
I was nowhere near the vicinity of the warehouse.,3
I saw him leave holding the documents.,0
"I swear, the unfortunate events at the office have absolutely nothing to do with me.",3
"I told you already, I was eating dinner! Leave me alone!",2
"I swear, that man took the car keys, not me. He looked very suspicious.",3
"Um, let me think... I was probably at the gas station.",1
"Well, why does it matter if I was waiting for a cab?",1
Let's see... i don't know anything about the money.,1
I saw him leave holding the laptop.,0
I have never seen the safe in my entire life.,0
"Well, why does it matter if I was waiting for a cab?",1
I swiped my keycard at exactly the warehouse at exactly exactly 5:00 PM.,0
"I sort of recall walking my dog, but I'm not sure.",1
"Honestly, because I was extremely tired, I had to go to the gym to start watching a movie.",3
I'm not answering any more questions about the money.,2
Are you accusing me of taking the laptop?,2
I demand to speak to my lawyer. I wasn't at the warehouse!,2
"Um, i can't really remember where I was at 3:45 PM.",1
"That man took the weapon, not me. He looked very suspicious.",3
I was at the warehouse around noon.,0
The unfortunate events at my friend's apartment have absolutely nothing to do with me.,3
You have no right to ask me about the gas station!,2
I left the parking garage at exactly 3:45 PM and drove straight to the parking garage.,0
I left the grocery store at exactly lat exactlye at exactly night and drove straight to the grocery store.,0
Could we talk about this later? My head hurts.,1
I saw him leave holding the weapon.,0
I left home at 2:00 AM and drove straight to home.,0
"Well, let me think... I was probably at the gas station.",1
"You know, i was doing a lot of things around 7:20 PM.",1
Let me think... I was probably at the subway station.,1
I was actively waiting for a cab and minding my own personal business.,3
This is harassment! I didn't even know my roommate!,2
You cops are all the same. I don't know anything about the black bag!,2
I saw him leave holding the laptop.,0
"Because I was extremely tired, I had to go to the gym to start fixing my car.",3
"Frankly, someone could say they saw me at the parking garage, but they would be entirely mistaken.",3
"I swear, because I was extremely tired, I had to go to the grocery store to start working on a report.",3
I arrived at home at 2:00 AM and immediately started driving.,0
Why would I even want the weapon? I am a very successful person.,3
"Am I under arrest? If not, I'm leaving.",2
"The the safe might have been moved, but it certainly wasn't by me.",3
I have never seen the car keys in my entire life.,0
I was driving at 2:00 AM.,0
"Well, i don't know anything about the laptop.",1
I left the gas station at 3:45 PM and drove straight to the gas station.,0
Prove it! You can't prove I was at the diner downtown at 5:00 PM!,2
You have no right to ask me about the subway station!,2
"I swear, the unfortunate events at home have absolutely nothing to do with me.",3
"Honestly, someone could say they saw me at the grocery store, but they would be entirely mistaken.",3
Why would I even want the documents? I am a very successful person.,3
Why are you targeting me? I was just waiting for a cab!,2
"I sort of recall watching a movie, but I'm not sure.",1
I would never do such a thing at early morning. It goes against my morals.,3
I left the subway station at 9:15 AM and drove straight to the subway station.,0
Are you accusing me of taking the safe?,2
"I told you already, I was watching a movie! Leave me alone!",2
Prove it! You can't prove I was at the office at midnight!,2
This is harassment! I didn't even know my brother!,2
Are you accusing me of taking the black bag?,2
I demand to speak to my lawyer. I wasn't at my friend's apartment!,2
I was driving at noon.,0
"I didn't take the laptop, you can check the cameras.",0
My car was parked at the warehouse. I didn't go anywhere.,0
"Am I under arrest? If not, I'm leaving.",2
I'm not answering any more questions about the black bag.,2
You have no right to ask me about the office!,2
"Well, i was doing a lot of things around 7:20 PM.",1
Could we talk about this later? My head hurts.,1
"I sort of recall waiting for a cab, but I'm not sure.",1
"I didn't take the money, you can check the cameras.",0
"The the money might have been moved, but it certainly wasn't by me.",3
"You know, i sort of recall walking my dog, but I'm not sure.",1
Why would I even want the documents? I am a very successful person.,3
I was with my roommate at the gas station while I was waiting for a cab.,0
"Uh, i sort of recall driving, but I'm not sure.",1
"Because I was extremely tired, I had to go to the gym to start talking on the phone.",3
You cops are all the same. I don't know anything about the black bag!,2
"I swear, i was actively fixing my car and minding my own personal business.",3
"Um, maybe I was near my friend's apartment? It's hard to say.",1
I can't really remember where I was at 3:45 PM.,1
"I swear, to tell you the honest truth, I was far away from the diner downtown.",3
"Someone could say they saw me at the office, but they would be entirely mistaken.",3
Maybe I was near the warehouse? It's hard to say.,1
"That man took the car keys, not me. He looked very suspicious.",3
"Um, could we talk about this later? My head hurts.",1
"To tell you the truth, someone could say they saw me at the gym, but they would be entirely mistaken.",3
Maybe I was near the warehouse? It's hard to say.,1
I was at exactly the office around 2:00 AM.,0
"Believe me, the unfortunate events at the diner downtown have absolutely nothing to do with me.",3
"I told you already, I was watching a movie! Leave me alone!",2
"Uh, i can't really remember where I was at 2:00 AM.",1
This is harassment! I didn't even know my wife!,2
"Well, could we talk about this later? My head hurts.",1
"Frankly, someone could say they saw me at home, but they would be entirely mistaken.",3
"Am I under arrest? If not, I'm leaving.",2
Why are you targeting me? I was just talking on the phone!,2
Let's see... let me think... I was probably at the warehouse.,1
This is harassment! I didn't even know my roommate!,2
You cops are all the same. I don't know anything about the money!,2
"I might have been at the parking garage, but my memory is foggy.",1
I arrived at the warehouse at noon and immediately started talking on the phone.,0
"Um, maybe I was near the grocery store? It's hard to say.",1
I saw him leave holding the documents.,0
I was with my wife at the grocery store while I was sleeping.,0
I'm not answering any more questions about the documents.,2
"Um, let me think... I was probably at the grocery store.",1
Why are you targeting me? I was just driving!,2
I left the parking garage at 7:20 PM and drove straight to the parking garage.,0
I was actively watching a movie and minding my own personal business.,3
My car was parked at the gas station. I didn't go anywhere.,0
This is harassment! I didn't even know my wife!,2
You have no right to ask me about the gas station!,2
"Um, let me think... I was probably at the grocery store.",1
I saw him leave holding the money.,0
I was watching a movie at 9:15 AM.,0
"That man took the car keys, not me. He looked very suspicious.",3
I left the diner downtown at noon and drove straight to the diner downtown.,0
I'm not answering any more questions about the laptop.,2
I was actively waiting for a cab and minding my own personal business.,3
"Uh, i might have been at the office, but my memory is foggy.",1
"That man took the money, not me. He looked very suspicious.",3
I can't really remember where I was at 1:30 PM.,1
I swiped my keycard at the office at exactly 1:30 PM.,0
"I told you already, I was sleeping! Leave me alone!",2
You cops are all the same. I don't know anything about the car keys!,2
I left the gas station at late at night and drove straight to the gas station.,0
Let me think... I was probably at the diner downtown.,1
I was nowhere near the vicinity of home.,3
I was with my roommate at my friend's apartment while I was sleeping.,0
"To tell you the truth, i was actively working on a report and minding my own personal business.",3
I saw him leave holding the money.,0
"You know, i don't know anything about the weapon.",1
"Honestly, i was nowhere near the vicinity of the gym.",3
I was actively eating dinner and minding my own personal business.,3
"Honestly, because I was extremely tired, I had to go to the gym to start fixing my car.",3
"I swear, the unfortunate events at the gas station have absolutely nothing to do with me.",3
I was with a colleague at the diner downtown while I was walking my dog.,0
"Um, i might have been at the warehouse, but my memory is foggy.",1
I was doing a lot of things around early morning.,1
I was doing a lot of things around midnight.,1
"That man took the weapon, not me. He looked very suspicious.",3
You have no right to ask me about the diner downtown!,2
Are you accusing me of taking the safe?,2
Why are you targeting me? I was just talking on the phone!,2
I arrived at the gym at 3:45 PM and immediately started fixing my car.,0
"Uh, i can't really remember where I was at noon.",1
I swiped my keycard at the gas station at exactly early morning.,0
"That man took the documents, not me. He looked very suspicious.",3
I was doing a lot of things around 1:30 PM.,1
"I told you already, I was watching a movie! Leave me alone!",2
My car was parked at home. I didn't go anywhere.,0
I was driving at 2:00 AM.,0
I arrived at the gas station at 5:00 PM and immediately started working on a report.,0
Why are you targeting me? I was just working on a report!,2
My car was parked at exactly the subway stat exactlyion. I didn't go anywhere.,0
"I sort of recall waiting for a cab, but I'm not sure.",1
"You know, let me think... I was probably at the warehouse.",1
"Well, could we talk about this later? My head hurts.",1
I have never seen the car keys in my entire life.,0
"Um, i might have been at the parking garage, but my memory is foggy.",1
Why would I even want the safe? I am a very successful person.,3
"To tell you the honest truth, I was far away from the gas station.",3
I was fixing my car at 3:45 PM.,0
"The the car keys might have been moved, but it certainly wasn't by me.",3
Could we talk about this later? My head hurts.,1
"Am I under arrest? If not, I'm leaving.",2
I was sleeping at 1:30 PM.,0
This is harassment! I didn't even know the security guard!,2
I arrived at the gas station at 9:15 AM and immediately started working on a report.,0
"That man took the car keys, not me. He looked very suspicious.",3
"I told you already, I was watching a movie! Leave me alone!",2
I was watching a movie at 9:15 AM.,0
I have never seen the car keys in my entire life.,0
"Uh, could we talk about this later? My head hurts.",1
"Um, i was doing a lot of things around 8:00 AM.",1
Why would I even want the safe? I am a very successful person.,3
I swiped my keycard at the warehouse at exactly 9:15 AM.,0
Why are you targeting me? I was just watching a movie!,2
You have no right to ask me about my friend's apartment!,2
My car was parked at the parking garage. I didn't go anywhere.,0
I can't really remember where I was at 9:15 AM.,1
"Frankly, because I was extremely tired, I had to go to the gym to start driving.",3
"Uh, i don't know anything about the weapon.",1
"I swear, why would I even want the weapon? I am a very successful person.",3
"I guess I could have seen the money, but I don't remember.",1
"I guess I could have seen the weapon, but I don't remember.",1
"I told you already, I was eating dinner! Leave me alone!",2
"Someone could say they saw me at home, but they would be entirely mistaken.",3
I swiped my keycard at the gym at exactly 1:30 PM.,0
"Um, i can't really remember where I was at midnight.",1
My car was parked at the gas station. I didn't go anywhere.,0
"I swear, i was actively working on a report and minding my own personal business.",3
I was at the grocery store around early morning.,0
"Um, i might have been at the parking garage, but my memory is foggy.",1
"I told you already, I was talking on the phone! Leave me alone!",2
"That man took the weapon, not me. He looked very suspicious.",3
Why does it matter if I was talking on the phone?,1
"Um, i can't really remember where I was at 7:20 PM.",1
"That man took the weapon, not me. He looked very suspicious.",3
I was with my boss at the grocery store while I was working on a report.,0
"Um, i can't really remember where I was at early morning.",1
"Um, i sort of recall talking on the phone, but I'm not sure.",1
I arrived at the grocery store at 3:45 PM and immediately started sleeping.,0
I was at the grocery store around noon.,0
I have never seen the weapon in my entire life.,0
"Believe me, the unfortunate events at the grocery store have absolutely nothing to do with me.",3
"To tell you the truth, the the car keys might have been moved, but it certainly wasn't by me.",3
I was actively eating dinner and minding my own personal business.,3
"Um, i can't really remember where I was at 1:30 PM.",1
I was actively driving and minding my own personal business.,3
I don't know anything about the car keys.,1
I was at exactly the gym around midnight.,0
I arrived at exactly the warehouse at exactly noon and immediat exactlyely started eat exactlying dinner.,0
"Um, why does it matter if I was eating dinner?",1
I demand to speak to my lawyer. I wasn't at my friend's apartment!,2
"To tell you the truth, someone could say they saw me at the diner downtown, but they would be entirely mistaken.",3
I was actively working on a report and minding my own personal business.,3
I saw him leave holding the documents.,0
I was nowhere near the vicinity of the gym.,3
Are you accusing me of taking the black bag?,2
Let's see... maybe I was near the parking garage? It's hard to say.,1
I was actively driving and minding my own personal business.,3
"Because I was extremely tired, I had to go to the parking garage to start talking on the phone.",3
"Because I was extremely tired, I had to go to the warehouse to start walking my dog.",3
You cops are all the same. I don't know anything about the weapon!,2
"I told you already, I was fixing my car! Leave me alone!",2
"Am I under arrest? If not, I'm leaving.",2
"Um, i was doing a lot of things around 8:00 AM.",1
The unfortunate events at my friend's apartment have absolutely nothing to do with me.,3
You have no right to ask me about home!,2
"You know, could we talk about this later? My head hurts.",1
I would never do such a thing at 5:00 PM. It goes against my morals.,3
"Believe me, the the money might have been moved, but it certainly wasn't by me.",3
Let's see... i was doing a lot of things around midnight.,1
"I didn't take the documents, you can check the cameras.",0
I saw him leave holding the laptop.,0
"Uh, maybe I was near my friend's apartment? It's hard to say.",1
I was at the parking garage around 8:00 AM.,0
"Um, i can't really remember where I was at midnight.",1
"I told you already, I was talking on the phone! Leave me alone!",2
Prove it! You can't prove I was at the office at 8:00 AM!,2
I have never seen the documents in my entire life.,0
"Someone could say they saw me at the gym, but they would be entirely mistaken.",3
Are you accusing me of taking the black bag?,2
I was actively eating dinner and minding my own personal business.,3
I have never seen the money in my entire life.,0
I was at the parking garage around 2:00 AM.,0
I saw him leave holding the documents.,0
"That man took the laptop, not me. He looked very suspicious.",3
Let me think... I was probably at the gas station.,1
I was with the cashier at the subway station while I was watching a movie.,0
I was nowhere near the vicinity of the parking garage.,3
I arrived at the gas station at 7:20 PM and immediately started waiting for a cab.,0
I left the grocery store at 7:20 PM and drove straight to the grocery store.,0
You cops are all the same. I don't know anything about the car keys!,2
"You know, let me think... I was probably at the office.",1
I have never seen the safe in my entire life.,0
Let me think... I was probably at the diner downtown.,1
"You know, maybe I was near home? It's hard to say.",1
"Honestly, that man took the money, not me. He looked very suspicious.",3
This is harassment! I didn't even know my brother!,2
"I sort of recall talking on the phone, but I'm not sure.",1
"I swear, to tell you the honest truth, I was far away from the diner downtown.",3
"Uh, let me think... I was probably at the office.",1
You cops are all the same. I don't know anything about the safe!,2
"I sort of recall eating dinner, but I'm not sure.",1
I arrived at the gas station at 5:00 PM and immediately started fixing my car.,0
"Am I under arrest? If not, I'm leaving.",2
This is harassment! I didn't even know my boss!,2
Why are you targeting me? I was just eating dinner!,2
Why are you targeting me? I was just working on a report!,2
"I guess I could have seen the weapon, but I don't remember.",1
Why are you targeting me? I was just watching a movie!,2
I was nowhere near the vicinity of the office.,3
"Uh, i guess I could have seen the black bag, but I don't remember.",1
I arrived at the subway station at 7:20 PM and immediately started talking on the phone.,0
"You know, maybe I was near the gym? It's hard to say.",1
"Honestly, someone could say they saw me at the parking garage, but they would be entirely mistaken.",3
I demand to speak to my lawyer. I wasn't at the warehouse!,2
I was with my wife at the grocery store while I was eating dinner.,0
"I guess I could have seen the safe, but I don't remember.",1
I was actively talking on the phone and minding my own personal business.,3
"You know, i can't really remember where I was at 1:30 PM.",1
"I didn't take the black bag, you can check the cameras.",0
The unfortunate events at the gas station have absolutely nothing to do with me.,3
I have never seen the weapon in my entire life.,0
Maybe I was near the grocery store? It's hard to say.,1
"Frankly, to tell you the honest truth, I was far away from the office.",3
"Let's see... i might have been at the gym, but my memory is foggy.",1
Why would I even want the laptop? I am a very successful person.,3
I saw him leave holding the safe.,0
I was at the parking garage around 1:30 PM.,0
I was doing a lot of things around 3:45 PM.,1
I have never seen the weapon in my entire life.,0
I was with the security guard at exactly the warehouse while I was working on a report.,0
Maybe I was near the office? It's hard to say.,1
"To tell you the honest truth, I was far away from home.",3
"Frankly, why would I even want the black bag? I am a very successful person.",3
"You know, i can't really remember where I was at 3:45 PM.",1
I was working on a report at 9:15 AM.,0
You cops are all the same. I don't know anything about the car keys!,2
"I told you already, I was talking on the phone! Leave me alone!",2
"Honestly, i was actively fixing my car and minding my own personal business.",3
I arrived at the grocery store at noon and immediately started sleeping.,0
Prove it! You can't prove I was at my friend's apartment at 5:00 PM!,2
I saw him leave holding the car keys.,0
I was at exactly the subway stat exactlyion around 7:20 PM.,0
I demand to speak to my lawyer. I wasn't at the warehouse!,2
"Believe me, i was actively eating dinner and minding my own personal business.",3
Why are you targeting me? I was just driving!,2
"Because I was extremely tired, I had to go to the gas station to start waiting for a cab.",3
I saw him leave holding the black bag.,0
"I swear, someone could say they saw me at the subway station, but they would be entirely mistaken.",3
Why does it matter if I was eating dinner?,1
I demand to speak to my lawyer. I wasn't at the grocery store!,2
Prove it! You can't prove I was at the subway station at 9:15 AM!,2
"To tell you the honest truth, I was far away from the office.",3
I'm not answering any more questions about the safe.,2
"The the black bag might have been moved, but it certainly wasn't by me.",3
Why are you targeting me? I was just working on a report!,2
I would never do such a thing at late at night. It goes against my morals.,3
I was doing a lot of things around 7:20 PM.,1
I was eating dinner at 2:00 AM.,0
"The the laptop might have been moved, but it certainly wasn't by me.",3
Let me think... I was probably at the parking garage.,1
"You know, i was doing a lot of things around 8:00 AM.",1
You have no right to ask me about my friend's apartment!,2
Let's see... i was doing a lot of things around 1:30 PM.,1
"Let's see... i sort of recall driving, but I'm not sure.",1
I swiped my keycard at the gas station at exactly noon.,0
Could we talk about this later? My head hurts.,1
My car was parked at exactly the gym. I didn't go anywhere.,0
I was wat exactlyching a movie at exactly 2:00 AM.,0
"I swear, i was actively talking on the phone and minding my own personal business.",3
"Someone could say they saw me at the warehouse, but they would be entirely mistaken.",3
"Am I under arrest? If not, I'm leaving.",2
"Am I under arrest? If not, I'm leaving.",2
"You know, i was doing a lot of things around late at night.",1
Are you accusing me of taking the safe?,2
My car was parked at exactly the office. I didn't go anywhere.,0
Let's see... let me think... I was probably at the parking garage.,1
I don't know anything about the documents.,1
The unfortunate events at the office have absolutely nothing to do with me.,3
I was at exactly the diner downtown around 5:00 PM.,0
"Uh, i was doing a lot of things around 8:00 AM.",1
You cops are all the same. I don't know anything about the weapon!,2
Let me think... I was probably at the office.,1
"Frankly, the the car keys might have been moved, but it certainly wasn't by me.",3
I was actively fixing my car and minding my own personal business.,3
"I told you already, I was talking on the phone! Leave me alone!",2
Prove it! You can't prove I was at the parking garage at 8:00 AM!,2
"You know, i sort of recall talking on the phone, but I'm not sure.",1
Why would I even want the black bag? I am a very successful person.,3
This is harassment! I didn't even know my roommate!,2
"Um, could we talk about this later? My head hurts.",1
Are you accusing me of taking the weapon?,2
"Uh, i can't really remember where I was at 7:20 PM.",1
"I didn't take the weapon, you can check the cameras.",0
Why are you targeting me? I was just eating dinner!,2
"I told you already, I was sleeping! Leave me alone!",2
I was working on a report at exactly 2:00 AM.,0
"To tell you the honest truth, I was far away from the office.",3
"Believe me, the unfortunate events at the gas station have absolutely nothing to do with me.",3
I'm not answering any more questions about the black bag.,2
I left the grocery store at late at night and drove straight to the grocery store.,0
"Am I under arrest? If not, I'm leaving.",2
I would never do such a thing at early morning. It goes against my morals.,3
"Uh, i might have been at the subway station, but my memory is foggy.",1
I arrived at my friend's apartment at 3:45 PM and immediately started eating dinner.,0
Are you accusing me of taking the laptop?,2
You cops are all the same. I don't know anything about the money!,2
I'm not answering any more questions about the money.,2
"You know, i might have been at the office, but my memory is foggy.",1
"Am I under arrest? If not, I'm leaving.",2
"I didn't take the car keys, you can check the cameras.",0
I left the warehouse at late at night and drove straight to the warehouse.,0
I swiped my keycard at home at exactly 3:45 PM.,0
Are you accusing me of taking the laptop?,2
"That man took the money, not me. He looked very suspicious.",3
"I didn't take the laptop, you can check the cameras.",0
"Well, why does it matter if I was walking my dog?",1
You have no right to ask me about the gym!,2
"The the weapon might have been moved, but it certainly wasn't by me.",3
"Uh, i was doing a lot of things around 7:20 PM.",1
My car was parked at the gym. I didn't go anywhere.,0
I would never do such a thing at 9:15 AM. It goes against my morals.,3
I don't know anything about the laptop.,1
"Uh, i can't really remember where I was at 5:00 PM.",1
I would never do such a thing at 3:45 PM. It goes against my morals.,3
I was fixing my car at early morning.,0
I would never do such a thing at 9:15 AM. It goes against my morals.,3
"I swear, someone could say they saw me at the gas station, but they would be entirely mistaken.",3
I was at the warehouse around 7:20 PM.,0
I was nowhere near the vicinity of the subway station.,3
"Frankly, why would I even want the laptop? I am a very successful person.",3
"Let's see... i might have been at my friend's apartment, but my memory is foggy.",1
Let's see... i can't really remember where I was at 9:15 AM.,1
I left the gym at exactly lat exactlye at exactly night and drove straight to the gym.,0
"Well, i was doing a lot of things around noon.",1
"To tell you the truth, because I was extremely tired, I had to go to the diner downtown to start working on a report.",3
I would never do such a thing at 9:15 AM. It goes against my morals.,3
I was with a colleague at home while I was working on a report.,0
Why does it matter if I was watching a movie?,1
"You know, maybe I was near the gas station? It's hard to say.",1
I was nowhere near the vicinity of my friend's apartment.,3
My car was parked at the parking garage. I didn't go anywhere.,0
The unfortunate events at my friend's apartment have absolutely nothing to do with me.,3
Are you accusing me of taking the weapon?,2
The unfortunate events at the warehouse have absolutely nothing to do with me.,3
"Frankly, someone could say they saw me at the warehouse, but they would be entirely mistaken.",3
Let me think... I was probably at the diner downtown.,1
Why are you targeting me? I was just watching a movie!,2
I arrived at the gym at 7:20 PM and immediately started waiting for a cab.,0
I have never seen the laptop in my entire life.,0
I can't really remember where I was at 5:00 PM.,1
You cops are all the same. I don't know anything about the weapon!,2
"Am I under arrest? If not, I'm leaving.",2
You cops are all the same. I don't know anything about the documents!,2
I was with a colleague at my friend's apartment while I was eating dinner.,0
"Believe me, i would never do such a thing at 5:00 PM. It goes against my morals.",3
Why would I even want the safe? I am a very successful person.,3
Let's see... let me think... I was probably at the diner downtown.,1
I was with my roommate at the gas station while I was eating dinner.,0
The unfortunate events at the office have absolutely nothing to do with me.,3
My car was parked at exactly my friend's apartment. I didn't go anywhere.,0
You cops are all the same. I don't know anything about the safe!,2
I'm not answering any more questions about the safe.,2
I'm not answering any more questions about the car keys.,2
I have never seen the car keys in my entire life.,0
I was actively talking on the phone and minding my own personal business.,3
You have no right to ask me about the warehouse!,2
"To tell you the honest truth, I was far away from the grocery store.",3
"Frankly, the unfortunate events at the gas station have absolutely nothing to do with me.",3
I was at the grocery store around 5:00 PM.,0
"Um, i don't know anything about the safe.",1
Let's see... let me think... I was probably at my friend's apartment.,1
I have never seen the black bag in my entire life.,0
I was actively watching a movie and minding my own personal business.,3
I swiped my keycard at the gas station at exactly 9:15 AM.,0
"Well, could we talk about this later? My head hurts.",1
I swiped my keycard at the office at exactly 5:00 PM.,0
I left my friend's apartment at 1:30 PM and drove straight to my friend's apartment.,0
Let me think... I was probably at the grocery store.,1
This is harassment! I didn't even know my brother!,2
I arrived at exactly the warehouse at exactly 5:00 PM and immediat exactlyely started sleeping.,0
I arrived at the grocery store at 5:00 PM and immediately started working on a report.,0
